type,speaker,start,end,text,word,word_position,confidence,overlap_duration
word,SPEAKER_01,85.48,85.54,"So the size of those, they loads that they can carry will be much greater, will they not?",will,15,0.6404895186424255,3.687
word,SPEAKER_01,85.54,85.66,"So the size of those, they loads that they can carry will be much greater, will they not?",they,16,0.9111281037330627,3.687
word,SPEAKER_01,85.66,85.9,"So the size of those, they loads that they can carry will be much greater, will they not?",not?,17,0.9798454642295837,3.687
segment,SPEAKER_00,86.1,88.56,"Yes, the 2747.",,,0.7608053460279639,1.454
word,SPEAKER_00,86.1,86.42,"Yes, the 2747.","Yes,",0,0.7940376400947571,1.454
word,SPEAKER_00,87.4,87.48,"Yes, the 2747.",the,1,0.9559016823768616,1.454
word,SPEAKER_00,87.48,88.56,"Yes, the 2747.",2747.,2,0.5507977604866028,1.454
segment,SPEAKER_00,90.1,92.22,"Well, it's just enjoy.",,,0.7608053460279639,2.12
word,SPEAKER_00,90.1,90.66,"Well, it's just enjoy.","Well,",0,0.745337188243866,2.12
word,SPEAKER_00,90.66,91.22,"Well, it's just enjoy.",it's,1,0.8447883725166321,2.12
word,SPEAKER_00,91.22,91.38,"Well, it's just enjoy.",just,2,0.8239725232124329,2.12
word,SPEAKER_00,91.38,92.22,"Well, it's just enjoy.",enjoy.,3,0.24426038563251495,2.12
segment,SPEAKER_00,92.44,99.82,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",,,0.7608053460279639,7.38
word,SPEAKER_00,92.44,92.6,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",It's,0,0.9044457376003265,7.38
word,SPEAKER_00,92.6,92.78,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",made,1,0.7256579995155334,7.38
word,SPEAKER_00,92.78,93.12,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",in,2,0.6383464932441711,7.38
word,SPEAKER_00,93.12,93.28,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",flight,3,0.6787188649177551,7.38
word,SPEAKER_00,93.28,93.84,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",here,4,0.9842644333839417,7.38
word,SPEAKER_00,93.84,94.22,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",about,5,0.8350196480751038,7.38
word,SPEAKER_00,94.22,94.46,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",two,6,0.7058076858520508,7.38
word,SPEAKER_00,94.46,94.68,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",months,7,0.988148033618927,7.38
word,SPEAKER_00,94.68,94.94,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.","ago,",8,0.9232242703437805,7.38
word,SPEAKER_00,95.22,95.22,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",and,9,0.7423562407493591,7.38
word,SPEAKER_00,95.22,95.38,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",once,10,0.3038952350616455,7.38
word,SPEAKER_00,95.38,95.52,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",you,11,0.7497127056121826,7.38
word,SPEAKER_00,95.52,95.7,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",had,12,0.48467278480529785,7.38
word,SPEAKER_00,95.7,95.84,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",a,13,0.8048935532569885,7.38
word,SPEAKER_00,95.84,96.14,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.","Washington,",14,0.5698870420455933,7.38
word,SPEAKER_00,96.8,97.14,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",it's,15,0.7332937121391296,7.38
word,SPEAKER_00,97.14,97.34,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",capable,16,0.8432360291481018,7.38
word,SPEAKER_00,97.34,97.7,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",of,17,0.9670373201370239,7.38
word,SPEAKER_00,97.7,98.02,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",carrying,18,0.9445720314979553,7.38
word,SPEAKER_00,98.02,98.5,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",about,19,0.9826237559318542,7.38
word,SPEAKER_00,98.5,99.2,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",500,20,0.9443055391311646,7.38
word,SPEAKER_00,99.2,99.82,"It's made in flight here about two months ago, and once you had a Washington, it's capable of carrying about 500 passengers.",passengers.,21,0.9746387004852295,7.38
segment,SPEAKER_01,100.48,107.98,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",,,0.7376633924079896,7.205
word,SPEAKER_01,100.48,101.08,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",In,0,0.10011012107133865,7.205
word,SPEAKER_01,101.08,101.3,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",your,1,0.9577697515487671,7.205
word,SPEAKER_01,101.3,101.6,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?","job,",2,0.8045685887336731,7.205
word,SPEAKER_01,102.0,102.0,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",do,3,0.28423136472702026,7.205
word,SPEAKER_01,102.0,102.0,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",you,4,0.9571268558502197,7.205
word,SPEAKER_01,102.0,102.74,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",go,5,0.907989501953125,7.205
word,SPEAKER_01,102.74,103.02,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",to,6,0.3048899173736572,7.205
word,SPEAKER_01,103.02,103.36,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",personally,7,0.5276318788528442,7.205
word,SPEAKER_01,103.36,103.6,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",go,8,0.971155047416687,7.205
word,SPEAKER_01,103.6,103.76,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",out,9,0.954950749874115,7.205
word,SPEAKER_01,103.76,103.94,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",on,10,0.968766450881958,7.205
word,SPEAKER_01,103.94,104.06,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",the,11,0.9686034917831421,7.205
word,SPEAKER_01,104.06,104.24,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",scene,12,0.45257821679115295,7.205
word,SPEAKER_01,104.24,104.46,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",of,13,0.956109344959259,7.205
word,SPEAKER_01,104.46,104.78,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",aircraft,14,0.9847801923751831,7.205
word,SPEAKER_01,104.78,105.3,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",accidents,15,0.9835149049758911,7.205
word,SPEAKER_01,105.3,105.58,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",for,16,0.8256680965423584,7.205
word,SPEAKER_01,105.58,106.04,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",investigation,17,0.9437165856361389,7.205
word,SPEAKER_01,106.04,106.78,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",or,18,0.7453519701957703,7.205
word,SPEAKER_01,106.78,107.0,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",use,19,0.3951195478439331,7.205
word,SPEAKER_01,107.0,107.24,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",the,20,0.4496912956237793,7.205
word,SPEAKER_01,107.24,107.68,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",team's,21,0.7810267508029938,7.205
word,SPEAKER_01,107.68,107.98,"In your job, do you go to personally go out on the scene of aircraft accidents for investigation or use the team's order?",order?,22,0.4842786490917206,7.205
segment,SPEAKER_01,108.38,110.86,Is that at all in the area of your position?,,,0.7376633924079896,2.48
word,SPEAKER_01,108.38,108.38,Is that at all in the area of your position?,Is,0,0.8851025104522705,2.48
word,SPEAKER_01,108.38,108.68,Is that at all in the area of your position?,that,1,0.9329872727394104,2.48
word,SPEAKER_01,108.68,108.82,Is that at all in the area of your position?,at,2,0.9073150753974915,2.48
word,SPEAKER_01,108.82,108.98,Is that at all in the area of your position?,all,3,0.9891707301139832,2.48
word,SPEAKER_01,108.98,109.26,Is that at all in the area of your position?,in,4,0.8907026052474976,2.48
word,SPEAKER_01,109.26,109.56,Is that at all in the area of your position?,the,5,0.5819272398948669,2.48
word,SPEAKER_01,109.56,110.04,Is that at all in the area of your position?,area,6,0.9728404879570007,2.48
word,SPEAKER_01,110.04,110.3,Is that at all in the area of your position?,of,7,0.9933172464370728,2.48
word,SPEAKER_01,110.3,110.5,Is that at all in the area of your position?,your,8,0.9083693027496338,2.48
word,SPEAKER_01,110.5,110.86,Is that at all in the area of your position?,position?,9,0.953222393989563,2.48
segment,SPEAKER_00,112.38,116.26,I have not personally investigated an accident for several years.,,,0.7376633924079896,3.88
word,SPEAKER_00,112.38,112.86,I have not personally investigated an accident for several years.,I,0,0.6725504398345947,3.88
word,SPEAKER_00,112.86,113.2,I have not personally investigated an accident for several years.,have,1,0.9222397804260254,3.88
word,SPEAKER_00,113.2,113.56,I have not personally investigated an accident for several years.,not,2,0.8082777261734009,3.88
word,SPEAKER_00,113.56,113.96,I have not personally investigated an accident for several years.,personally,3,0.9953528642654419,3.88
word,SPEAKER_00,113.96,114.54,I have not personally investigated an accident for several years.,investigated,4,0.9476659297943115,3.88
word,SPEAKER_00,114.54,114.92,I have not personally investigated an accident for several years.,an,5,0.10937710851430893,3.88
word,SPEAKER_00,114.92,115.18,I have not personally investigated an accident for several years.,accident,6,0.8517192006111145,3.88
word,SPEAKER_00,115.18,115.48,I have not personally investigated an accident for several years.,for,7,0.44933801889419556,3.88
word,SPEAKER_00,115.48,115.84,I have not personally investigated an accident for several years.,several,8,0.9975300431251526,3.88
word,SPEAKER_00,115.84,116.26,I have not personally investigated an accident for several years.,years.,9,0.9989346861839294,3.88
segment,SPEAKER_00,116.52,121.6,I started out with the board as a field investigator working out the Chicago office.,,,0.7376633924079896,2.853
word,SPEAKER_00,116.52,116.52,I started out with the board as a field investigator working out the Chicago office.,I,0,0.9916169047355652,2.853
word,SPEAKER_00,116.52,116.8,I started out with the board as a field investigator working out the Chicago office.,started,1,0.9698386788368225,2.853
word,SPEAKER_00,116.8,117.1,I started out with the board as a field investigator working out the Chicago office.,out,2,0.627564549446106,2.853
word,SPEAKER_00,117.1,117.26,I started out with the board as a field investigator working out the Chicago office.,with,3,0.8571717739105225,2.853
word,SPEAKER_00,117.26,117.44,I started out with the board as a field investigator working out the Chicago office.,the,4,0.9271508455276489,2.853
word,SPEAKER_00,117.44,117.58,I started out with the board as a field investigator working out the Chicago office.,board,5,0.9341269731521606,2.853
word,SPEAKER_00,117.58,117.96,I started out with the board as a field investigator working out the Chicago office.,as,6,0.7234939932823181,2.853
word,SPEAKER_00,117.96,119.02,I started out with the board as a field investigator working out the Chicago office.,a,7,0.8061483502388,2.853
word,SPEAKER_00,119.02,119.24,I started out with the board as a field investigator working out the Chicago office.,field,8,0.6755059361457825,2.853
word,SPEAKER_00,119.24,119.8,I started out with the board as a field investigator working out the Chicago office.,investigator,9,0.4882829189300537,2.853
word,SPEAKER_00,119.8,120.24,I started out with the board as a field investigator working out the Chicago office.,working,10,0.9445497989654541,2.853
word,SPEAKER_00,120.24,120.44,I started out with the board as a field investigator working out the Chicago office.,out,11,0.939845085144043,2.853
word,SPEAKER_00,120.44,120.56,I started out with the board as a field investigator working out the Chicago office.,the,12,0.6380733251571655,2.853
word,SPEAKER_00,120.56,120.88,I started out with the board as a field investigator working out the Chicago office.,Chicago,13,0.5947192907333374,2.853
word,SPEAKER_00,120.88,121.6,I started out with the board as a field investigator working out the Chicago office.,office.,14,0.8554376363754272,2.853
segment,SPEAKER_00,122.31,131.52,But I was going to call the air carrier accident or catastrophic accident involving passengers.,,,0.645109700606616,4.336
word,SPEAKER_00,122.31,122.76,But I was going to call the air carrier accident or catastrophic accident involving passengers.,But,0,0.01089430134743452,4.336
word,SPEAKER_00,122.76,124.14,But I was going to call the air carrier accident or catastrophic accident involving passengers.,I,1,0.08794526755809784,4.336
word,SPEAKER_00,124.14,124.56,But I was going to call the air carrier accident or catastrophic accident involving passengers.,was,2,0.20623426139354706,4.336
word,SPEAKER_00,124.56,125.02,But I was going to call the air carrier accident or catastrophic accident involving passengers.,going,3,0.5311634540557861,4.336
word,SPEAKER_00,125.02,125.48,But I was going to call the air carrier accident or catastrophic accident involving passengers.,to,4,0.4399399757385254,4.336
word,SPEAKER_00,125.48,125.5,But I was going to call the air carrier accident or catastrophic accident involving passengers.,call,5,0.8085516095161438,4.336
word,SPEAKER_00,125.5,127.36,But I was going to call the air carrier accident or catastrophic accident involving passengers.,the,6,0.7937759160995483,4.336
word,SPEAKER_00,127.36,127.6,But I was going to call the air carrier accident or catastrophic accident involving passengers.,air,7,0.36112144589424133,4.336
word,SPEAKER_00,127.6,128.0,But I was going to call the air carrier accident or catastrophic accident involving passengers.,carrier,8,0.8848418593406677,4.336
word,SPEAKER_00,128.0,129.12,But I was going to call the air carrier accident or catastrophic accident involving passengers.,accident,9,0.2763988673686981,4.336
word,SPEAKER_00,129.12,129.14,But I was going to call the air carrier accident or catastrophic accident involving passengers.,or,10,0.18278361856937408,4.336
word,SPEAKER_00,129.14,129.86,But I was going to call the air carrier accident or catastrophic accident involving passengers.,catastrophic,11,0.8814754486083984,4.336
word,SPEAKER_00,129.86,130.36,But I was going to call the air carrier accident or catastrophic accident involving passengers.,accident,12,0.9877959489822388,4.336
word,SPEAKER_00,130.36,130.88,But I was going to call the air carrier accident or catastrophic accident involving passengers.,involving,13,0.39228737354278564,4.336
word,SPEAKER_00,130.88,131.52,But I was going to call the air carrier accident or catastrophic accident involving passengers.,passengers.,14,0.9229940176010132,4.336
segment,SPEAKER_00,132.82,148.28,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",,,0.645109700606616,6.733
word,SPEAKER_00,132.82,133.0,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",We,0,0.96451336145401,6.733
word,SPEAKER_00,133.0,133.48,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",usually,1,0.9115056991577148,6.733
word,SPEAKER_00,133.48,133.92,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",dispatch,2,0.987581729888916,6.733
word,SPEAKER_00,133.92,134.18,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",a,3,0.8867189884185791,6.733
word,SPEAKER_00,134.18,134.42,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",team,4,0.991614818572998,6.733
word,SPEAKER_00,134.42,134.72,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",from,5,0.9805368185043335,6.733
word,SPEAKER_00,134.72,135.14,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.","Washington,",6,0.996752142906189,6.733
word,SPEAKER_00,135.28,135.42,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",D,7,0.3682873249053955,6.733
word,SPEAKER_00,135.42,135.78,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",".C.,",8,0.6941500504811605,6.733
word,SPEAKER_00,135.78,136.28,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",that's,9,0.7725220322608948,6.733
word,SPEAKER_00,136.28,136.74,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",comprised,10,0.9912276864051819,6.733
word,SPEAKER_00,136.74,137.4,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",of,11,0.957925021648407,6.733
word,SPEAKER_00,137.4,137.7,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",specialists,12,0.9130098223686218,6.733
word,SPEAKER_00,137.7,138.12,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",in,13,0.8342000246047974,6.733
word,SPEAKER_00,138.12,138.12,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",the,14,0.8654718995094299,6.733
word,SPEAKER_00,138.12,138.66,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",various,15,0.9538455605506897,6.733
word,SPEAKER_00,138.66,139.44,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.","areas,",16,0.8912584185600281,6.733
word,SPEAKER_00,142.62,142.68,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",human,17,0.9872970581054688,6.733
word,SPEAKER_00,142.68,143.18,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.","factors,",18,0.9341846108436584,6.733
word,SPEAKER_00,144.58,144.58,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.","operations,",19,0.9929099678993225,6.733
word,SPEAKER_00,145.48,145.86,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.","engineering,",20,0.5757468342781067,6.733
word,SPEAKER_00,146.84,147.02,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",flight,21,0.5106701850891113,6.733
word,SPEAKER_00,147.02,147.42,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.","recording,",22,0.3816955089569092,6.733
word,SPEAKER_00,147.78,147.88,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",the,23,0.13951879739761353,6.733
word,SPEAKER_00,147.88,148.28,"We usually dispatch a team from Washington, D.C., that's comprised of specialists in the various areas, human factors, operations, engineering, flight recording, the redout.",redout.,24,0.2861090824007988,6.733
segment,SPEAKER_00,149.56,155.62,Each individual is responsible for a particular phase in the investigation.,,,0.6489902460766042,3.392
word,SPEAKER_00,149.56,150.32,Each individual is responsible for a particular phase in the investigation.,Each,0,0.017892131581902504,3.392
word,SPEAKER_00,150.32,150.84,Each individual is responsible for a particular phase in the investigation.,individual,1,0.9380051493644714,3.392
word,SPEAKER_00,150.84,151.48,Each individual is responsible for a particular phase in the investigation.,is,2,0.9011707305908203,3.392
word,SPEAKER_00,151.48,152.34,Each individual is responsible for a particular phase in the investigation.,responsible,3,0.9952784776687622,3.392
word,SPEAKER_00,152.34,153.0,Each individual is responsible for a particular phase in the investigation.,for,4,0.9977383613586426,3.392
word,SPEAKER_00,153.0,153.5,Each individual is responsible for a particular phase in the investigation.,a,5,0.9671014547348022,3.392
word,SPEAKER_00,153.5,154.04,Each individual is responsible for a particular phase in the investigation.,particular,6,0.9489401578903198,3.392
word,SPEAKER_00,154.04,154.56,Each individual is responsible for a particular phase in the investigation.,phase,7,0.83936607837677,3.392
word,SPEAKER_00,154.56,154.86,Each individual is responsible for a particular phase in the investigation.,in,8,0.792635440826416,3.392
word,SPEAKER_00,154.86,154.98,Each individual is responsible for a particular phase in the investigation.,the,9,0.9944461584091187,3.392
word,SPEAKER_00,154.98,155.62,Each individual is responsible for a particular phase in the investigation.,investigation.,10,0.6318247318267822,3.392
segment,SPEAKER_00,156.82,159.82,"Now, in general aviation, that's the investigation.",,,0.6489902460766042,3.0
word,SPEAKER_00,156.82,156.88,"Now, in general aviation, that's the investigation.","Now,",0,0.3401182293891907,3.0
word,SPEAKER_00,157.34,157.62,"Now, in general aviation, that's the investigation.",in,1,0.5512530207633972,3.0
word,SPEAKER_00,157.62,157.84,"Now, in general aviation, that's the investigation.",general,2,0.8700017333030701,3.0
word,SPEAKER_00,157.84,158.4,"Now, in general aviation, that's the investigation.","aviation,",3,0.8766845464706421,3.0
word,SPEAKER_00,158.92,159.14,"Now, in general aviation, that's the investigation.",that's,4,0.4804355762898922,3.0
word,SPEAKER_00,159.14,159.3,"Now, in general aviation, that's the investigation.",the,5,0.381289005279541,3.0
word,SPEAKER_00,159.3,159.82,"Now, in general aviation, that's the investigation.",investigation.,6,0.8321673274040222,3.0
segment,SPEAKER_00,159.98,170.45,"This is generally investigated by two people, team type and investigation.",,,0.6489902460766042,4.521
word,SPEAKER_00,159.98,160.08,"This is generally investigated by two people, team type and investigation.",This,0,0.44398239254951477,4.521
word,SPEAKER_00,160.08,160.34,"This is generally investigated by two people, team type and investigation.",is,1,0.9637193083763123,4.521
word,SPEAKER_00,160.34,160.8,"This is generally investigated by two people, team type and investigation.",generally,2,0.8948214054107666,4.521
word,SPEAKER_00,160.8,162.18,"This is generally investigated by two people, team type and investigation.",investigated,3,0.03445751592516899,4.521
word,SPEAKER_00,162.18,163.24,"This is generally investigated by two people, team type and investigation.",by,4,0.7000204920768738,4.521
word,SPEAKER_00,163.24,163.72,"This is generally investigated by two people, team type and investigation.",two,5,0.8470296263694763,4.521
word,SPEAKER_00,163.72,164.16,"This is generally investigated by two people, team type and investigation.","people,",6,0.9855526089668274,4.521
word,SPEAKER_00,169.29,169.45,"This is generally investigated by two people, team type and investigation.",team,7,0.307553231716156,4.521
word,SPEAKER_00,169.45,169.81,"This is generally investigated by two people, team type and investigation.",type,8,0.9524464011192322,4.521
word,SPEAKER_00,169.81,169.99,"This is generally investigated by two people, team type and investigation.",and,9,0.39113399386405945,4.521
word,SPEAKER_00,169.99,170.45,"This is generally investigated by two people, team type and investigation.",investigation.,10,0.9173344373703003,4.521
segment,SPEAKER_00,171.17,176.59,And the team will hold some instances comprised of 40 to 50 people.,,,0.6489902460766042,3.746
word,SPEAKER_00,171.17,171.17,And the team will hold some instances comprised of 40 to 50 people.,And,0,0.17867416143417358,3.746
word,SPEAKER_00,171.17,171.43,And the team will hold some instances comprised of 40 to 50 people.,the,1,0.6939809918403625,3.746
word,SPEAKER_00,171.43,171.73,And the team will hold some instances comprised of 40 to 50 people.,team,2,0.9819860458374023,3.746
word,SPEAKER_00,171.73,172.63,And the team will hold some instances comprised of 40 to 50 people.,will,3,0.24797044694423676,3.746
word,SPEAKER_00,172.63,173.03,And the team will hold some instances comprised of 40 to 50 people.,hold,4,0.4999856948852539,3.746
word,SPEAKER_00,173.03,173.25,And the team will hold some instances comprised of 40 to 50 people.,some,5,0.9516298770904541,3.746
word,SPEAKER_00,173.25,173.71,And the team will hold some instances comprised of 40 to 50 people.,instances,6,0.9978467226028442,3.746
word,SPEAKER_00,173.71,174.45,And the team will hold some instances comprised of 40 to 50 people.,comprised,7,0.5727216005325317,3.746
word,SPEAKER_00,174.45,175.13,And the team will hold some instances comprised of 40 to 50 people.,of,8,0.9029368758201599,3.746
word,SPEAKER_00,175.13,175.43,And the team will hold some instances comprised of 40 to 50 people.,40,9,0.6179682016372681,3.746
word,SPEAKER_00,175.43,175.57,And the team will hold some instances comprised of 40 to 50 people.,to,10,0.8897107243537903,3.746
word,SPEAKER_00,175.57,175.83,And the team will hold some instances comprised of 40 to 50 people.,50,11,0.9695929288864136,3.746
word,SPEAKER_00,175.83,176.59,And the team will hold some instances comprised of 40 to 50 people.,people.,12,0.9968852400779724,3.746
segment,SPEAKER_01,177.9,184.64,This is something like the localization over Grand Canyon.,,,0.6831231745160142,5.143
word,SPEAKER_01,177.9,178.52,This is something like the localization over Grand Canyon.,This,0,0.27071768045425415,5.143
word,SPEAKER_01,178.52,178.88,This is something like the localization over Grand Canyon.,is,1,0.9758687615394592,5.143
word,SPEAKER_01,181.6,181.84,This is something like the localization over Grand Canyon.,something,2,0.9609390497207642,5.143
word,SPEAKER_01,181.84,182.24,This is something like the localization over Grand Canyon.,like,3,0.9677078127861023,5.143
word,SPEAKER_01,182.24,182.74,This is something like the localization over Grand Canyon.,the,4,0.9730841517448425,5.143
word,SPEAKER_01,182.74,183.3,This is something like the localization over Grand Canyon.,localization,5,0.13591350708156824,5.143
word,SPEAKER_01,183.3,183.88,This is something like the localization over Grand Canyon.,over,6,0.9736976623535156,5.143
word,SPEAKER_01,183.88,184.24,This is something like the localization over Grand Canyon.,Grand,7,0.1688864678144455,5.143
word,SPEAKER_01,184.24,184.64,This is something like the localization over Grand Canyon.,Canyon.,8,0.9614794254302979,5.143
segment,SPEAKER_01,185.44,188.34,"That's where you big teams go out, yes, and work on it.",,,0.6831231745160142,2.9
word,SPEAKER_01,185.44,185.64,"That's where you big teams go out, yes, and work on it.",That's,0,0.5899141505360603,2.9
word,SPEAKER_01,185.64,185.72,"That's where you big teams go out, yes, and work on it.",where,1,0.8535180687904358,2.9
word,SPEAKER_01,185.72,186.0,"That's where you big teams go out, yes, and work on it.",you,2,0.6770511269569397,2.9
word,SPEAKER_01,186.0,186.06,"That's where you big teams go out, yes, and work on it.",big,3,0.8093356490135193,2.9
word,SPEAKER_01,186.06,186.4,"That's where you big teams go out, yes, and work on it.",teams,4,0.6948997974395752,2.9
word,SPEAKER_01,186.4,186.68,"That's where you big teams go out, yes, and work on it.",go,5,0.9768692851066589,2.9
word,SPEAKER_01,186.68,187.18,"That's where you big teams go out, yes, and work on it.","out,",6,0.7175899744033813,2.9
word,SPEAKER_01,187.36,187.46,"That's where you big teams go out, yes, and work on it.","yes,",7,0.7178764343261719,2.9
word,SPEAKER_01,187.54,187.64,"That's where you big teams go out, yes, and work on it.",and,8,0.9372367262840271,2.9
word,SPEAKER_01,187.64,187.84,"That's where you big teams go out, yes, and work on it.",work,9,0.6883076429367065,2.9
word,SPEAKER_01,187.84,188.1,"That's where you big teams go out, yes, and work on it.",on,10,0.967958927154541,2.9
word,SPEAKER_01,188.1,188.34,"That's where you big teams go out, yes, and work on it.",it.,11,0.8827225565910339,2.9
segment,SPEAKER_00,190.1,194.7,"To work we over the past 10 years, we've had only order a move up.",,,0.6831231745160142,4.6
word,SPEAKER_00,190.1,190.2,"To work we over the past 10 years, we've had only order a move up.",To,0,0.50472092628479,4.6
word,SPEAKER_00,190.2,190.38,"To work we over the past 10 years, we've had only order a move up.",work,1,0.5942220091819763,4.6
word,SPEAKER_00,190.38,190.62,"To work we over the past 10 years, we've had only order a move up.",we,2,0.5713616609573364,4.6
word,SPEAKER_00,190.62,190.78,"To work we over the past 10 years, we've had only order a move up.",over,3,0.799248993396759,4.6
word,SPEAKER_00,190.78,190.94,"To work we over the past 10 years, we've had only order a move up.",the,4,0.9892954230308533,4.6
word,SPEAKER_00,190.94,191.18,"To work we over the past 10 years, we've had only order a move up.",past,5,0.6604466438293457,4.6
